Ancestor?,Scan date,Nr,Name,Nickname,Gender,Level,possibleLevels,CP,HP,Dust cost,Overall appraisal,ATT max?,DEF max?,HP max?,Stats appraisal,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Special move,Special move 2,DPS,Box,Custom1,Custom2,Saved,Form,Egg,Lucky
0,9/7/19 4:51:48 PM,145,Zapdos,Ø78Zapdo↯84B,,15.0,15.0,1469,113,1900,?,0,0,0,?,75.6,78.2,80.0,11.6,11.2,12.4,0,Charge Beam,Thunder,- ,18.3,Favorite,,,1,144,0,1
0,9/7/19 4:51:43 PM,310,Manectric,Ø87Manec↯74C,♂,23.0,23.0,1502,119,3500,?,0,0,0,?,86.7,86.7,86.7,11.5,13.0,14.5,0,Charge Beam,Thunder,- ,19.0,Default,,,1,309,0,1
0,9/7/19 4:51:35 PM,26,Raichu Normal,Ø33Raic↯夫71E,♀,28.0,28.0,1562,109,4500,?,0,0,0,?,26.7,32.6,37.8,5.7,9.0,0.0,0,Spark,Brick Break,- ,17.3,Default,,,1,400,0,1
0,9/7/19 4:51:30 PM,243,Raikou,Ø80Raiko↯93D,,16.5,16.5,1586,120,1900,?,0,0,0,?,77.8,80.0,82.2,12.5,8.5,15.0,0,Thunder Shock,Thunderbolt,- ,22.6,Favorite,,,1,242,0,1
0,9/7/19 4:51:25 PM,26,Raichu Alolan,93Raichu↯82D,♂,25.0,25.0,1610,113,4000,?,0,0,0,?,93.3,93.3,93.3,12.0,15.0,15.0,1,Spark,Thunder Punch,- ,20.4,Favorite,,,1,401,0,1
0,9/7/19 4:51:18 PM,26,Raichu Alolan,Ø93Raich↯95A,♂,25.0,25.0,1616,112,4000,?,0,0,0,?,93.3,93.3,93.3,14.0,14.5,13.5,0,Volt Switch,Wild Charge,- ,23.7,Favorite,,,1,401,0,1
0,9/7/19 4:51:11 PM,76,Golem Alolan,Ø87Golem↯92A,♀,20.0,20.0,1654,121,2500,?,0,0,0,?,84.4,86.7,88.9,13.0,12.5,13.5,0,Volt Switch,Wild Charge,- ,22.1,Favorite,,,1,423,0,1
0,9/7/19 4:51:05 PM,181,Ampharos,Ø54Amph↯♜91C,♂,28.0,28.0,2162,147,4500,?,0,0,0,?,53.3,54.4,55.6,13.0,10.0,1.5,0,Charge Beam,Power Gem,- ,20.5,Favorite,,,1,180,0,1
0,9/7/19 4:50:48 PM,384,Rayquaza,Ø74Rayq☬100A,,31.0,31.0,3236,166,6000,?,0,0,0,?,73.3,74.4,75.6,12.5,8.0,13.0,0,Dragon Tail,Outrage,- ,38.6,Favorite,,,1,383,0,1
0,9/7/19 4:50:43 PM,373,Salamence,Ø73Sala☪☬94C,♀,35.0,35.0,3364,175,8000,?,0,0,0,?,73.3,73.3,73.3,13.5,5.0,14.5,0,Bite,Outrage,- ,35.8,Favorite,,,1,372,0,1
0,9/7/19 4:50:36 PM,373,Salamence,80Salam☬102A,♀,35.5,35.5,3425,172,8000,?,0,0,0,?,80.0,80.0,80.0,12.0,14.0,10.0,1,Dragon Tail,Outrage,- ,39.0,Favorite,,,1,372,0,1
0,5/15/19 8:07:21 PM,6,Charizard,Ø92Char✈☬85B,♂,8.0,8.0,644,75,800,?,0,0,0,?,91.1,92.2,93.3,14.0,13.0,14.5,0,Air Slash,Dragon Claw,- ,12.8,Favorite,,,1,596,0,1
0,4/16/19 8:19:08 AM,373,Salamence,76Salam☬102A,♀,38.0,38.0,3542,173,9000,?,0,0,0,?,75.6,75.6,75.6,12.0,15.0,7.0,1,Dragon Tail,Outrage,- ,39.7,Favorite,,,1,372,0,1
1,4/16/19 8:19:08 AM,373,Salamence,-,-,37.0,37.0,3490,172,9000,?,0,0,0,?,75.6,75.6,75.6,12.0,15.0,7.0,1,-,-,-,-,Favorite,,,1,372,0,1
1,4/16/19 8:19:08 AM,373,Salamence,-,-,35.5,35.5,3412,170,8000,?,0,0,0,?,75.6,75.6,75.6,12.0,15.0,7.0,1,-,-,-,-,Favorite,,,1,372,0,1
1,4/16/19 8:19:08 AM,373,Salamence,-,-,35.0,35.0,3386,169,8000,?,0,0,0,?,75.6,75.6,75.6,12.0,15.0,7.0,1,-,-,-,-,Favorite,,,1,372,0,1
0,3/10/19 1:16:12 PM,130,Gyarados,Gyarados96,♀,15.0,15.0,1447,118,1900,>81%,1,1,0,15,95.6,95.6,95.6,15.0,15.0,13.0,1, - ,- ,- ,0.0,Default,,,1,672,0,1
1,3/10/19 1:16:12 PM,129,Magikarp,-,-,15.0,15.0,116,50,1900,>81%,1,1,0,15,95.6,95.6,95.6,15.0,15.0,13.0,1,-,-,-,-,Default,,,1,669,0,1
0,3/8/19 7:36:27 PM,66,Machop,#Machop27-33,♂,6.0,6.0,181,55,600,?,0,0,0,?,26.7,29.5,33.3,5.3,6.4,1.5,0, - ,- ,- ,0.0,Default,,,1,65,0,1
1,3/8/19 7:36:27 PM,66,Machop,-,-,5.0,5.0,148,50,600,?,0,0,0,?,26.7,29.5,33.3,5.3,6.4,1.5,0,-,-,-,-,Default,,,1,65,0,1
0,3/6/19 12:37:39 PM,65,Alakazam,100Alaka⛤93D,♂,22.5,22.5,1965,102,1500,?,0,0,0,?,100.0,100.0,100.0,15.0,15.0,15.0,1,Psycho Cut,Future Sight,- ,27.2,Default,,,1,732,1,0
1,3/6/19 12:37:39 PM,65,Alakazam,-,-,22.0,22.0,1921,100,3000,?,0,0,0,?,100.0,100.0,100.0,15.0,15.0,15.0,1,-,-,-,-,Default,,,1,732,1,0
0,3/5/19 8:43:52 PM,77,Ponyta,84Ponyt○♨93D,♂,25.0,25.0,1178,101,4000,?,0,0,0,?,84.4,84.4,84.4,13.0,10.0,15.0,1,Tackle,Flame Wheel,- ,15.1,Default,,,1,76,0,1
0,3/5/19 8:41:23 PM,93,Haunter,Ø91Haun✞☠90B,♀,20.0,20.0,1103,85,2500,?,0,0,0,?,91.1,91.1,91.1,13.0,13.0,15.0,0,Astonish,Sludge Bomb,- ,22.5,Default,,,1,92,0,1
0,3/5/19 8:39:20 PM,262,Mightyena,93Might☪☠81D,♂,20.0,20.0,1089,111,2500,?,0,0,0,?,93.3,93.3,93.3,15.0,12.0,15.0,1,Bite,Poison Fang,- ,13.9,Default,,,1,261,0,1
1,3/5/19 8:39:20 PM,262,Mightyena,-,-,19.0,19.0,1034,108,2500,?,0,0,0,?,93.3,93.3,93.3,15.0,12.0,15.0,1,-,-,-,-,Default,,,1,261,0,1
0,3/5/19 8:37:11 PM,81,Magnemite,Ø81Magn↯⚙99B,,25.0,25.0,935,69,4000,?,0,0,0,?,80.0,81.1,82.2,13.0,12.5,11.0,0,Thunder Shock,Magnet Bomb,- ,18.1,Default,,,1,80,0,1
0,3/5/19 8:33:07 PM,134,Vaporeon,78Vapore☂87B,♂,32.0,32.0,2693,214,6000,?,0,0,0,?,77.8,77.8,77.8,15.0,9.0,11.0,1,Water Gun,Water Pulse,- ,22.5,Default,,,1,133,0,1
1,3/5/19 8:33:07 PM,133,Eevee,-,-,31.0,31.0,900,115,6000,?,0,0,0,?,77.8,77.8,77.8,15.0,9.0,11.0,1,-,-,-,-,Default,,,1,132,0,1
1,3/5/19 8:33:07 PM,134,Vaporeon,-,-,31.0,31.0,2649,212,6000,?,0,0,0,?,77.8,77.8,77.8,15.0,9.0,11.0,1,-,-,-,-,Default,,,1,133,0,1
0,3/5/19 8:18:51 PM,43,Oddish,Ø90Oddi☠100B,♀,17.0,17.0,585,78,2200,?,0,0,0,?,88.9,89.6,91.1,14.7,11.0,14.7,0,Acid,Sludge Bomb,- ,13.7,Default,,,1,699,0,1
0,3/5/19 8:18:19 PM,403,Shinx,Ø70Shinx↯99A,♂,25.0,25.0,576,92,4000,?,0,0,0,?,68.9,69.6,71.1,11.2,9.3,10.8,0,Spark,Thunderbolt,- ,14.1,Eevo,,,1,446,0,1
0,3/5/19 8:17:25 PM,147,Dratini,Ø87Dra☬☂100C,♀,20.0,20.0,555,80,2500,?,0,0,0,?,84.4,86.7,88.9,13.0,12.0,14.0,0,Dragon Breath,Aqua Tail,- ,11.3,Favorite,,,1,621,0,1
0,3/5/19 8:17:14 PM,147,Dratini,Ø87Drati☬87C,♂,20.0,20.0,554,81,2500,?,0,0,0,?,84.4,86.7,88.9,13.0,11.0,15.0,0,Dragon Breath,Twister,- ,9.9,Default,,,1,621,0,1
0,3/5/19 8:15:23 PM,281,Kirlia,Ø81Kirl↯✞56E,♀,20.0,20.0,529,75,2500,?,0,0,0,?,80.0,81.5,82.2,12.7,13.3,10.7,0,Charge Beam,Shadow Sneak,- ,7.4,Default,,,1,690,0,1
0,3/5/19 8:15:13 PM,366,Clamperl,Ø84Clam☂○99A,♀,15.0,15.0,528,65,1900,?,0,0,0,?,80.0,84.4,88.9,13.0,10.0,15.0,0,Water Gun,Body Slam,- ,10.1,Default,,,1,365,0,1
0,3/5/19 8:14:57 PM,276,Taillow,Ø87Tai○✈100B,♀,25.0,25.0,527,88,4000,?,0,0,0,?,86.7,86.7,86.7,13.0,13.5,12.5,0,Quick Attack,Aerial Ace,- ,12.1,Default,,,1,275,0,1
0,3/5/19 8:12:32 PM,84,Doduo,Ø71Dodu○✈92B,♀,15.0,15.0,485,60,1900,?,0,0,0,?,71.1,71.1,71.1,13.5,13.0,5.5,0,Quick Attack,Aerial Ace,- ,13.1,Default,,,1,83,0,1
0,3/5/19 7:50:01 PM,349,Feebas,Ø88Fee○⛤100A,♀,15.0,15.0,112,51,1900,>81%,0,0,1,15,86.7,87.8,88.9,14.0,10.5,15.0,0,Tackle,Mirror Coat,- ,2.4,Default,,,1,348,0,1
0,3/5/19 7:14:27 PM,5,Charmeleon,Ø98Charm♨94A,♂,15.0,15.0,706,85,1900,?,0,0,0,?,97.8,97.8,97.8,15.0,14.5,14.5,0,Fire Fang,Flame Burst,- ,14.4,Default,,,1,593,0,1
0,3/4/19 9:30:57 PM,136,Flareon,82Flareo♨99A,♀,29.5,29.5,2492,126,5000,?,0,0,0,?,82.2,82.2,82.2,13.0,13.0,11.0,1,Fire Spin,Flamethrower,- ,31.0,Favorite,,,1,135,0,1
1,3/4/19 9:30:57 PM,136,Flareon,-,-,29.0,29.0,2449,125,5000,?,0,0,0,?,82.2,82.2,82.2,13.0,13.0,11.0,1,-,-,-,-,Favorite,,,1,135,0,1
0,3/4/19 9:30:23 PM,473,Mamoswine,69Mamos❆♜68D,♀,37.0,37.0,3063,194,9000,?,0,0,0,?,68.9,68.9,68.9,14.0,7.0,10.0,1,Powder Snow,Ancient Power,- ,23.5,Default,,,1,516,0,1
1,3/4/19 9:30:23 PM,473,Mamoswine,-,-,36.0,36.0,3018,193,8000,?,0,0,0,?,68.9,68.9,68.9,14.0,7.0,10.0,1,-,-,-,-,Default,,,1,516,0,1
1,3/4/19 9:30:23 PM,473,Mamoswine,-,-,34.0,34.0,2926,190,7000,?,0,0,0,?,68.9,68.9,68.9,14.0,7.0,10.0,1,-,-,-,-,Default,,,1,516,0,1
1,3/4/19 9:30:23 PM,473,Mamoswine,-,-,33.5,33.5,2903,189,7000,?,0,0,0,?,68.9,68.9,68.9,14.0,7.0,10.0,1,-,-,-,-,Default,,,1,516,0,1
0,3/4/19 8:38:22 PM,149,Dragonite,Ø90Drag☬100A,♂,23.0,23.0,2463,142,3500,?,0,0,0,?,88.9,90.0,91.1,14.0,13.0,13.5,0,Dragon Tail,Outrage,- ,31.1,Favorite,,,1,627,0,1
0,2/25/19 9:31:31 PM,339,Barboach,Ø86Barb⛰☂97A,♂,10.0,10.0,227,62,1000,?,0,0,0,?,84.4,86.2,88.9,14.2,13.4,11.2,0,Mud Shot,Aqua Tail,- ,6.9,Default,,,1,338,0,1
0,9/28/19 3:07:48 PM,16,Pidgey,Ø65Pidg○☬70D,♂,30.0,30.0,525,95,5000,?,0,0,0,?,57.8,64.8,71.1,10.5,8.2,10.5,0,Tackle,Twister,- ,7.4,Eevo,,,1,15,0,1
0,9/28/19 3:08:07 PM,187,Hoppip,Ø66Hopp○❁99C,♀,28.0,28.0,443,82,4500,?,0,0,0,?,60.0,65.9,71.1,13.3,10.3,6.0,0,Tackle,Grass Knot,- ,8.9,Eevo,,,1,186,0,1
0,9/28/19 3:08:15 PM,427,Buneary,84Bune○♨100A,♂,25.0,25.0,865,107,4000,?,0,0,0,?,84.4,84.4,84.4,12.0,11.0,15.0,1,Pound,Fire Punch,- ,13.6,Eevo,,,1,470,0,1
0,9/28/19 3:08:19 PM,509,Purrloin,Ø33Purr☪♡98A,♀,11.0,11.0,199,55,1300,?,0,0,0,?,28.9,32.9,37.8,3.8,6.5,4.5,0,Sucker Punch,Play Rough,- ,6.6,Eevo,,,1,777,0,1
0,9/28/19 3:08:48 PM,808,Meltan,Ø33Melt↯⚙85B,,27.0,27.0,709,92,4500,?,0,0,0,?,31.1,33.3,35.6,7.5,4.5,3.0,0,Thunder Shock,Flash Cannon,- ,9.9,Eevo,,,1,574,0,1
0,9/28/19 3:08:52 PM,808,Meltan,Ø47Melt↯⚙86B,,5.0,5.0,127,39,600,?,0,0,0,?,40.0,47.4,55.6,7.9,7.4,6.0,0,Thunder Shock,Flash Cannon,- ,4.2,Eevo,,,1,574,0,1
0,9/28/19 3:08:55 PM,509,Purrloin,Ø24Purr○☪95B,♂,19.0,19.0,338,70,2500,?,0,0,0,?,20.0,24.4,28.9,2.8,8.3,0.0,0,Scratch,Night Slash,- ,8.3,Eevo,,,1,777,0,1
0,9/28/19 3:08:57 PM,808,Meltan,Ø70Melt↯⚙86B,,21.0,21.0,590,88,3000,?,0,0,0,?,62.2,69.6,75.6,8.8,8.1,14.4,0,Thunder Shock,Flash Cannon,- ,9.1,Eevo,,,1,574,0,1
0,9/28/19 3:09:00 PM,808,Meltan,Ø76Melt↯100A,,16.0,16.0,462,75,1900,?,0,0,0,?,71.1,75.6,80.0,12.4,10.1,11.4,0,Thunder Shock,Thunderbolt,- ,9.4,Eevo,,,1,574,0,1
0,9/28/19 3:09:03 PM,808,Meltan,Ø50Melt↯100A,,30.0,30.0,803,102,5000,?,0,0,0,?,46.7,50.4,53.3,4.7,8.0,10.0,0,Thunder Shock,Thunderbolt,- ,12.1,Eevo,,,1,574,0,1
0,9/28/19 3:09:05 PM,808,Meltan,Ø58Melt↯⚙86B,,25.0,25.0,692,92,4000,?,0,0,0,?,53.3,57.8,62.2,9.8,7.8,8.5,0,Thunder Shock,Flash Cannon,- ,9.9,Eevo,,,1,574,0,1
0,9/28/19 3:09:08 PM,808,Meltan,Ø71Melt↯⚙86B,,21.0,21.0,607,83,3000,?,0,0,0,?,71.1,71.1,71.1,14.0,11.5,6.5,0,Thunder Shock,Flash Cannon,- ,9.4,Eevo,,,1,574,0,1
0,9/28/19 3:09:11 PM,808,Meltan,Ø49Melt↯100A,,17.0,17.0,452,77,2200,?,0,0,0,?,42.2,48.9,55.6,4.0,7.6,10.4,0,Thunder Shock,Thunderbolt,- ,9.1,Eevo,,,1,574,0,1
0,9/28/19 3:09:13 PM,396,Starly,Ø68Star○✈82C,♂,9.0,9.0,168,51,1000,?,0,0,0,?,66.7,68.5,71.1,11.5,10.4,9.0,0,Tackle,Brave Bird,- ,5.6,Eevo,,,1,439,0,1
0,9/28/19 3:09:16 PM,63,Abra,Ø45Abra↯✞86C,♂,27.0,27.0,915,68,4500,?,0,0,0,?,44.4,44.8,46.7,4.3,10.4,5.5,0,Charge Beam,Shadow Ball,- ,17.8,Eevo,,,1,726,0,1
0,9/28/19 3:09:19 PM,86,Seel,Ø59Seel❆76B,♀,26.0,26.0,678,111,4000,?,0,0,0,?,55.6,58.5,60.0,14.3,11.7,0.3,0,Ice Shard,Aurora Beam,- ,7.8,Eevo,,,1,85,0,1
0,9/28/19 3:09:22 PM,81,Magnemite,Ø68Magn↯100B,,19.0,19.0,690,59,2500,?,0,0,0,?,64.4,67.8,71.1,10.3,10.5,9.7,0,Thunder Shock,Discharge,- ,15.7,Eevo,,,1,80,0,1
0,9/28/19 3:09:25 PM,265,Wurmple,Ø49Wurm○100F,♀,19.0,19.0,253,82,2500,?,0,0,0,?,44.4,49.4,55.6,3.5,5.3,13.5,0,Tackle,Struggle,- ,5.2,Eevo,,,1,264,0,1
0,9/28/19 3:09:27 PM,509,Purrloin,Ø47Purrl☪97A,♂,9.0,9.0,168,51,1000,?,0,0,0,?,40.0,46.7,53.3,5.9,7.2,8.0,0,Sucker Punch,Night Slash,- ,6.0,Eevo,,,1,777,0,1
0,9/28/19 3:09:29 PM,10,Caterpie,Ø43Cate○100F,♀,25.0,25.0,242,90,4000,?,0,0,0,?,33.3,42.7,51.1,4.1,7.9,7.2,0,Tackle,Struggle,- ,4.5,Eevo,,,1,9,0,1
0,9/28/19 3:09:33 PM,296,Makuhita,Ø39Maku夫100A,♂,16.0,16.0,319,95,1900,?,0,0,0,?,37.8,39.4,42.2,9.1,6.3,2.3,0,Rock Smash,Cross Chop,- ,9.1,Eevo,,,1,295,0,1
0,9/28/19 3:09:36 PM,333,Swablu,Ø52Swab✞❆85C,♀,11.0,11.0,224,60,1300,?,0,0,0,?,40.0,51.7,62.2,6.7,8.1,8.5,0,Astonish,Ice Beam,- ,4.4,Eevo,,,1,332,0,1
0,9/28/19 3:09:39 PM,427,Buneary,Ø27Bunea○97B,♂,2.0,2.0,47,24,200,?,0,0,0,?,17.8,26.9,37.8,3.7,6.5,1.9,0,Pound,Swift,- ,3.1,Eevo,,,1,470,0,1
0,9/28/19 3:09:41 PM,335,Zangoose,Ø87Zang⁂⛰89D,♂,12.0,12.0,810,88,1300,?,0,0,0,?,86.7,86.7,86.7,12.5,12.0,14.5,0,Fury Cutter,Dig,- ,12.7,Default,,,1,334,0,1
0,9/28/19 3:09:44 PM,48,Venonat,Ø26Veno⁂☠87D,♂,21.0,21.0,501,95,3000,?,0,0,0,?,20.0,25.6,35.6,3.8,6.8,1.0,0,Bug Bite,Poison Fang,- ,8.4,Eevo,,,1,708,0,1
0,9/28/19 3:09:48 PM,418,Buizel,Ø53Buiz☂100B,♂,30.0,30.0,816,109,5000,?,0,0,0,?,53.3,53.3,53.3,7.5,13.0,3.5,0,Water Gun,Water Pulse,- ,13.9,Eevo,,,1,461,0,1
0,9/28/19 3:09:51 PM,506,Lillipup,87Lilli○↯83A,♂,24.0,24.0,603,93,3500,?,0,0,0,?,86.7,86.7,86.7,12.0,12.0,15.0,1,Take Down,Thunderbolt,- ,9.4,Eevo,,,1,774,0,1
0,9/28/19 3:09:59 PM,318,Carvanha,76Carva☪☂80B,♂,26.0,26.0,717,92,4000,?,0,0,0,?,75.6,75.6,75.6,13.0,13.0,8.0,1,Snarl,Aqua Jet,- ,16.4,Eevo,,,1,317,0,1
0,9/28/19 3:10:02 PM,335,Zangoose,Ø68Zang⁂⛰89D,♂,20.0,20.0,1306,114,2500,?,0,0,0,?,66.7,67.6,68.9,11.2,5.0,14.2,0,Fury Cutter,Dig,- ,16.3,Default,,,1,334,0,1
0,9/28/19 3:10:05 PM,506,Lillipup,Ø18Lill○⛰71A,♂,15.0,15.0,317,66,1900,?,0,0,0,?,13.3,18.3,22.2,2.7,5.1,0.4,0,Take Down,Dig,- ,5.8,Eevo,,,1,774,0,1
0,9/28/19 3:10:07 PM,185,Sudowoodo,Ø54Sudo♜100A,♂,16.0,16.0,925,95,1900,?,0,0,0,?,51.1,54.0,57.8,13.7,4.0,6.6,0,Rock Throw,Rock Slide,- ,16.0,Default,,,1,184,0,1
0,9/28/19 3:10:10 PM,302,Sableye,#Sabley13-16,?,11.5,11.5,407,63,1300,?,0,0,0,?,13.3,14.8,15.6,2.3,1.0,3.3,0,Shadow Claw,- ,- ,0.0,Default,,,0,301,0,1
0,9/28/19 3:10:10 PM,302,Sableye,Ø81Sab✞☪100A,♂,10.0,10.0,407,63,1000,?,0,0,0,?,77.8,80.6,86.7,13.5,9.0,13.8,0,Shadow Claw,Foul Play,- ,11.1,Default,,,1,301,0,1
0,9/28/19 3:10:13 PM,90,Shellder,Ø36Shel❆☂98A,♂,28.0,28.0,740,73,4500,?,0,0,0,?,26.7,35.6,44.4,6.0,8.0,2.0,0,Ice Shard,Bubble Beam,- ,11.0,Eevo,,,1,89,0,1
0,9/28/19 3:10:16 PM,86,Seel,Ø35See✞☂100C,♂,24.0,24.0,573,106,3500,?,0,0,0,?,24.4,35.1,44.4,7.2,8.6,0.0,0,Lick,Aqua Tail,- ,9.1,Eevo,,,1,85,0,1
0,9/28/19 3:10:19 PM,19,Rattata Normal,Ø61Ratt○100A,♂,30.0,30.0,552,84,5000,?,0,0,0,?,55.6,61.0,66.7,6.0,8.0,13.4,0,Quick Attack,Hyper Fang,- ,13.0,Eevo,,,1,396,0,1
0,9/28/19 3:10:21 PM,66,Machop,Ø88Macho夫89C,♀,15.0,15.0,535,95,1900,?,0,0,0,?,86.7,88.1,88.9,14.0,13.0,12.7,0,Karate Chop,Low Sweep,- ,10.9,Eevo,,,1,65,0,1
0,9/28/19 3:10:25 PM,102,Exeggcute,Ø42Exeg⛤♜74B,♀,9.0,9.0,264,63,1000,?,0,0,0,?,31.1,41.7,51.1,7.1,7.7,3.9,0,Confusion,Ancient Power,- ,5.9,Eevo,,,1,101,0,1
0,9/28/19 3:10:28 PM,509,Purrloin,Ø57Purr○☪95B,♀,27.0,27.0,534,88,4500,?,0,0,0,?,53.3,57.5,62.2,11.0,8.4,6.4,0,Scratch,Night Slash,- ,10.8,Eevo,,,1,777,0,1
0,9/28/19 3:10:30 PM,335,Zangoose,Ø75Zang⁂⛰89D,♀,8.0,8.0,522,71,800,?,0,0,0,?,73.3,74.8,75.6,10.7,9.7,13.3,0,Fury Cutter,Dig,- ,10.2,Default,,,1,334,0,1
0,9/28/19 3:10:33 PM,13,Weedle,Ø54Wee⁂○100F,♂,23.0,23.0,245,83,3500,?,0,0,0,?,48.9,53.8,60.0,6.1,7.7,10.4,0,Bug Bite,Struggle,- ,5.1,Eevo,,,1,12,0,1
0,9/28/19 3:10:42 PM,504,Patrat,Ø54Patr☪○96A,♂,20.0,20.0,398,81,2500,?,0,0,0,?,48.9,54.1,60.0,9.1,6.8,8.4,0,Bite,Hyper Fang,- ,10.1,Eevo,,,1,772,0,1
0,9/28/19 3:10:46 PM,19,Rattata Normal,7Rattata○97C,♂,2.0,2.0,24,16,200,?,0,0,0,?,6.7,6.7,6.7,3.0,0.0,0.0,1,Tackle,Body Slam,- ,2.7,Eevo,,,1,396,0,1
0,9/28/19 3:10:54 PM,509,Purrloin,Ø37Purr○☪97B,♂,5.0,5.0,84,38,600,?,0,0,0,?,31.1,36.6,42.2,2.0,3.1,11.4,0,Scratch,Dark Pulse,- ,4.3,Eevo,,,1,777,0,1
0,9/28/19 3:10:58 PM,122,Mr. Mime,87Mr. Mi⛤78C,♂,19.0,19.0,1181,76,2500,?,0,0,0,?,86.7,86.7,86.7,13.0,14.0,12.0,1,Zen Headbutt,Psybeam,- ,15.8,Default,,,1,121,0,1
0,9/28/19 3:11:01 PM,427,Buneary,Ø50Bune○♨97A,♂,25.0,25.0,814,100,4000,?,0,0,0,?,44.4,50.0,55.6,10.3,7.5,4.7,0,Quick Attack,Fire Punch,- ,12.9,Eevo,,,1,470,0,1
0,9/28/19 3:11:04 PM,590,Foongus,Ø53Foon☪○78B,♀,10.0,10.0,254,73,1000,?,0,0,0,?,46.7,52.6,60.0,11.7,8.1,3.9,0,Feint Attack,Body Slam,- ,6.2,Favorite,,,1,870,0,1
0,9/28/19 3:11:11 PM,198,Murkrow,Ø51Murk☪✈98A,♂,24.0,24.0,986,101,3500,?,0,0,0,?,51.1,51.1,51.1,10.0,13.0,0.0,0,Feint Attack,Drill Peck,- ,20.0,Eevo,,,1,197,0,1
0,9/28/19 3:11:14 PM,312,Minun,Ø54Minu↯○69C,♀,14.0,14.0,627,80,1600,?,0,0,0,?,46.7,54.4,62.2,10.5,7.5,6.5,0,Spark,Swift,- ,8.8,Default,,,1,311,0,1
0,9/28/19 3:11:18 PM,504,Patrat,Ø48Patr○⛰75B,♀,13.0,13.0,260,62,1600,?,0,0,0,?,44.4,48.3,53.3,10.8,9.4,1.6,0,Tackle,Dig,- ,6.3,Eevo,,,1,772,0,1
0,9/28/19 3:11:25 PM,48,Venonat,Ø62Veno⁂100D,♂,23.0,23.0,610,103,3500,?,0,0,0,?,55.6,62.2,68.9,12.0,9.1,6.9,0,Bug Bite,Signal Beam,- ,11.0,Eevo,,,1,708,0,1
0,9/28/19 3:11:30 PM,10,Caterpie,Ø63Cate○100F,♀,14.0,14.0,147,70,1600,?,0,0,0,?,55.6,63.1,71.1,8.4,6.5,13.5,0,Tackle,Struggle,- ,3.6,Eevo,,,1,9,0,1
0,9/28/19 3:11:34 PM,10,Caterpie,Ø42Cat⁂○100F,♂,26.0,26.0,260,90,4000,?,0,0,0,?,35.6,42.2,48.9,7.0,7.0,5.0,0,Bug Bite,Struggle,- ,4.9,Eevo,,,1,9,0,1
0,9/28/19 3:11:36 PM,427,Buneary,Ø68Bune○♨97A,♂,29.0,29.0,974,114,5000,?,0,0,0,?,64.4,68.1,73.3,12.0,5.7,13.0,0,Quick Attack,Fire Punch,- ,14.2,Eevo,,,1,470,0,1
0,9/28/19 3:11:39 PM,504,Patrat,Ø49Patr☪❁91A,♂,2.0,2.0,29,23,200,?,0,0,0,?,37.8,48.8,60.0,3.4,5.6,12.9,0,Bite,Grass Knot,- ,2.5,Eevo,,,1,772,0,1
0,9/28/19 3:11:42 PM,276,Taillow,Ø16Tai○✈100B,♂,23.0,23.0,394,77,3500,?,0,0,0,?,15.6,16.1,17.8,3.8,2.5,1.0,0,Quick Attack,Aerial Ace,- ,10.6,Eevo,,,1,275,0,1
0,9/28/19 3:11:46 PM,19,Rattata Normal,Ø68Ratta○97B,♂,14.0,14.0,265,57,1600,?,0,0,0,?,64.4,67.5,73.3,9.5,7.3,13.5,0,Tackle,Hyper Fang,- ,8.9,Eevo,,,1,396,0,1
0,9/28/19 3:11:49 PM,399,Bidoof,Ø31Bidoo○86A,♂,2.0,2.0,24,27,200,?,0,0,0,?,22.2,30.8,37.8,0.5,1.4,12.0,0,Take Down,Hyper Fang,- ,2.0,Eevo,,,1,442,0,1
0,9/28/19 3:11:51 PM,399,Bidoof,Ø56Bidoo○85A,♂,16.0,16.0,283,87,1900,?,0,0,0,?,46.7,55.6,62.2,6.2,8.3,10.5,0,Take Down,Hyper Fang,- ,6.6,Eevo,,,1,442,0,1
0,9/28/19 3:11:55 PM,223,Remoraid,Ø42Rem☂♜100A,♀,22.0,22.0,497,70,3000,?,0,0,0,?,40.0,41.9,44.4,8.6,8.9,1.4,0,Water Gun,Rock Blast,- ,11.1,Eevo,,,1,222,0,1
0,9/28/19 3:11:58 PM,122,Mr. Mime,Ø47Mr. M⛤95B,♀,33.0,33.0,1845,95,7000,?,0,0,0,?,42.2,47.2,55.6,8.8,5.3,7.3,0,Zen Headbutt,Psychic,- ,24.1,Default,,,1,121,0,1
0,9/28/19 3:12:00 PM,48,Venonat,Ø47Veno⁂⛤81D,♂,15.0,15.0,380,82,1900,?,0,0,0,?,40.0,46.7,53.3,8.0,8.9,4.1,0,Bug Bite,Psybeam,- ,6.9,Eevo,,,1,708,0,1
0,9/28/19 3:12:03 PM,90,Shellder,Ø57Shell❆80B,♀,24.0,24.0,680,71,3500,?,0,0,0,?,51.1,57.2,66.7,12.5,5.8,7.5,0,Ice Shard,Icy Wind,- ,8.8,Eevo,,,1,89,0,1
0,9/28/19 3:12:06 PM,200,Misdreavus,Ø33Misdr✞85B,♀,14.0,14.0,683,80,1600,?,0,0,0,?,31.1,33.3,35.6,4.0,4.5,6.5,0,Astonish,Shadow Sneak,- ,9.8,Eevo,,,1,199,0,1
